0.18252,0.28971
0.18351,0.28411
0.18521,0.28617
0.1859,0.27979
0.18624,0.27342
0.18764,0.26937
0.18941,0.2709
0.19121,0.26376
0.19305,0.25965
0.19417,0.25708
0.19608,0.25496
0.19801,0.24995
0.19998,0.25045
0.20199,0.25078
0.20405,0.24571
0.20615,0.24397
0.20786,0.24303
0.21003,0.24024
0.21225,0.23817
0.21453,0.23626
0.21685,0.23209
0.21921,0.22762
0.22164,0.22574
0.22411,0.2233
0.22665,0.22325
0.22924,0.22444
0.23189,0.22278
0.2346,0.21927
0.23738,0.2168
0.24022,0.21326
0.24313,0.21171
0.24612,0.21105
0.24917,0.21113
0.2523,0.21024
0.25552,0.20898
0.25883,0.20756
0.2622,0.20829
0.26568,0.20743
0.26924,0.20801
0.2729,0.21121
0.27667,0.20908
0.28054,0.20803
0.28451,0.20659
0.2886,0.2029
0.29281,0.19997
0.29714,0.19945
0.30162,0.19603
0.30622,0.20157
0.31096,0.2024
0.31388,0.20452
0.31887,0.20237
0.32403,0.21024
0.32718,0.20875
0.32826,0.20601
0.33373,0.20587
0.33484,0.20715
0.34053,0.20644
0.34641,0.20247
0.35249,0.20531
0.35881,0.20794
0.36534,0.20782
0.37211,0.20864
0.37915,0.21197
0.38645,0.21182
0.39404,0.2198
0.40195,0.22641
0.40519,0.21975
0.41356,0.21682
0.42226,0.22743
0.43133,0.21871
0.43889,0.2179
0.44473,0.2185
0.4548,0.22535
0.46534,0.22712
0.47641,0.22825
0.48799,0.23232
0.50015,0.24135
0.51293,0.24999
0.51558,0.24867
0.51821,0.25792
0.52092,0.25469
0.52365,0.25485
0.52642,0.25417
0.52921,0.25572
0.53199,0.25732
0.53484,0.2599
0.53772,0.25914
0.54063,0.25537
0.54358,0.24408
0.54655,0.24027
0.54956,0.2411
0.55256,0.23541
0.55564,0.23203
0.5587,0.23377
0.56185,0.24105
0.56503,0.2454
0.5682,0.25826
0.57155,0.26205
0.57484,0.26634
0.57812,0.25301
0.58149,0.2515
0.58485,0.24404
0.5883,0.25455
0.59179,0.25369
0.59532,0.26037
0.59884,0.25976
0.60245,0.26453
0.60606,0.26145
0.60976,0.26819
0.61345,0.26789
0.61725,0.26264
0.62109,0.26111
0.62498,0.25711
0.62892,0.24912
0.6329,0.25358
0.63688,0.25888
0.64091,0.26677
0.64506,0.27653
0.64925,0.2893
0.6535,0.29756
0.65781,0.3123
0.66211,0.32281
0.66653,0.32603
0.67095,0.32834
0.67549,0.3125
0.68009,0.30569
0.68469,0.29201
0.68942,0.28161
0.69414,0.27793
0.69901,0.29337
0.70386,0.30596
0.70886,0.31466
0.71393,0.32898
0.71908,0.32309
0.72422,0.32777
0.72951,0.32988
0.73489,0.31049
0.74026,0.30169
0.74579,0.30091
0.7514,0.29602
0.75702,0.27999
0.76289,0.31636
0.76868,0.32543
0.77465,0.34635
0.78071,0.36851
0.78677,0.38685
0.79303,0.3971
0.79928,0.40809
0.80583,0.41541
0.81239,0.41139
0.81896,0.40441
0.82574,0.36754
0.83252,0.35137
0.83953,0.33185
0.84654,0.32333
0.85379,0.33427
0.86115,0.33381
0.86854,0.3376
0.87616,0.36023
0.88392,0.33606
0.8917,0.35031
0.89974,0.4087
0.90793,0.46537
0.91627,0.47911
0.93328,0.52961
0.95107,0.46909
0.96022,0.43103
0.96955,0.56321
0.97906,0.71033
