Temperature (deg C),Storage Modulus (MPa),Loss Modulus (MPpa),Tan Delta
-8.0122,316.01,71.311,0.22652
-7.5998,305.96,72.456,0.23875
-7.6297,306.63,72.394,0.238
-7.4216,301.95,72.801,0.24321
-7.4961,303.63,72.662,0.24135
-7.5946,305.84,72.467,0.23888
-7.6982,308.15,72.248,0.23627
-7.7408,309.09,72.155,0.2352
-7.9365,313.34,71.702,0.23032
-7.2099,297.83,73.277,0.24785
-7.2752,299.43,73.197,0.24614
-7.3288,300.71,73.131,0.24477
-6.5478,276.1,73.905,0.27243
-6.1398,264.01,74.192,0.28571
-6.339,269.88,74.054,0.27919
-6.3313,269.65,74.059,0.27945
-5.6733,249.96,74.59,0.30166
-5.7175,251.15,74.538,0.29997
-5.398,242.3,74.475,0.31194
-5.3427,241.06,74.349,0.31312
-4.3376,213.29,74.785,0.35565
-4.0732,205.68,74.219,0.36488
-3.9833,203.62,74.191,0.36835
-4.2832,210.53,74.244,0.35674
-3.8456,199.63,74.54,0.37623
-3.4411,190.82,73.547,0.38961
-3.3614,188.93,73.387,0.39283
-3.4035,189.93,73.471,0.39111
-3.1117,182.49,72.662,0.4042
-3.1692,183.92,72.807,0.40172
-2.6079,169.63,71.266,0.42679
-2.2033,158.51,69.735,0.44863
-2.1369,156.77,69.503,0.45217
-2.1633,157.46,69.596,0.45076
-2.1785,157.86,69.649,0.44995
-1.816,148.23,68.345,0.46916
-1.6273,143.92,67.561,0.4785
-1.3085,136.39,66.01,0.49238
-1.0633,131.12,64.857,0.50305
-1.0949,131.83,64.994,0.50141
-0.85927,126.6,63.977,0.51364
-0.73275,124.02,63.381,0.52192
-0.44442,116.04,61.616,0.54033
-0.14027,109.45,59.999,0.55822
0.075307,104.94,58.729,0.57028
0.34273,99.808,57.177,0.58342
0.66566,93.441,55.281,0.60065
0.55721,95.436,56.022,0.59573
0.8779,90.053,54.091,0.61015
0.98455,88.287,53.493,0.61548
1.1933,84.994,52.339,0.62495
1.5238,80.488,50.61,0.63968
2.0495,72.532,47.362,0.66254
2.3479,68.035,45.72,0.6792
2.7407,62.431,43.153,0.69613
2.934,60.426,42.162,0.70255
3.0431,59.337,41.579,0.70555
3.0331,59.44,41.632,0.70519
3.8454,51.289,37.257,0.73417
3.9092,50.727,36.949,0.73619
4.4937,45.083,33.838,0.75862
4.6681,43.386,32.855,0.76358
4.9288,41.415,31.728,0.77233
5.1681,39.678,30.67,0.77905
5.3595,38.015,29.666,0.78543
5.6163,36.171,28.49,0.79295
5.78,35.09,27.784,0.7971
6.3288,31.519,25.422,0.81126
6.5218,30.338,24.642,0.81615
6.8905,28.333,23.24,0.82313
7.0857,27.498,22.615,0.82514
7.2947,26.519,21.982,0.8309
7.6515,25.03,20.83,0.83447
7.8011,24.394,20.351,0.83659
8.1246,22.918,19.224,0.8407
8.5813,21.028,17.722,0.84334
8.8202,20.105,16.985,0.8454
8.8848,19.879,16.797,0.84547
9.1407,19.007,16.063,0.84529
9.4023,18.118,15.294,0.84383
9.7452,17.072,14.418,0.84415
9.8946,16.678,14.093,0.8449
10.273,15.568,13.174,0.84549
10.754,14.144,11.935,0.84302
10.827,13.971,11.791,0.84301
11.255,12.945,10.874,0.83944
11.458,12.495,10.486,0.8387
11.626,12.155,10.204,0.83874
12.12,11.319,9.4653,0.83544
12.297,10.988,9.1873,0.83552
12.574,10.492,8.769,0.83461
13.301,9.3223,7.7182,0.82699
13.438,9.1545,7.568,0.82568
13.783,8.6995,7.1877,0.82529
13.888,8.5631,7.065,0.82412
14.199,8.2084,6.7615,0.82301
14.447,7.9484,6.5345,0.82123
14.855,7.4905,6.1268,0.81664
15.206,7.1172,5.8049,0.81401
15.375,6.9327,5.6344,0.81132
15.597,6.7102,5.4298,0.80738
15.937,6.3729,5.1328,0.80382
16.108,6.2282,5.0082,0.80244
16.38,5.9889,4.7939,0.79802
16.672,5.7401,4.5687,0.79291
16.913,5.5377,4.3816,0.78843
17.08,5.4116,4.2781,0.78767
17.527,5.0679,3.958,0.77871
17.79,4.8852,3.7893,0.77353
17.816,4.868,3.7731,0.77294
18.194,4.6145,3.556,0.76876
18.576,4.3792,3.3539,0.7645
18.835,4.2469,3.2414,0.76183
19.125,4.0899,3.1063,0.75843
19.39,3.9458,2.9793,0.75462
19.751,3.7821,2.8469,0.75213
20.015,3.6654,2.7632,0.75308
20.306,3.5454,2.6593,0.74928
20.634,3.4016,2.5389,0.74555
20.96,3.2686,2.4326,0.7433
21.139,3.201,2.382,0.7429
21.478,3.0687,2.2748,0.74019
21.792,2.9578,2.182,0.73674
22.015,2.8869,2.1256,0.73538
22.188,2.8299,2.0773,0.73291
22.591,2.6995,1.9703,0.72888
22.764,2.6462,1.9286,0.72775
23.078,2.5444,1.8504,0.7264
23.485,2.422,1.7504,0.7222
23.607,2.383,1.7213,0.72172
23.882,2.3141,1.668,0.72009
24.199,2.2289,1.6035,0.71861
24.419,2.1741,1.5585,0.71608
24.516,2.1529,1.5409,0.71499
25.021,2.0496,1.4581,0.71067
25.347,1.9804,1.4046,0.70842
25.561,1.9408,1.3735,0.70697
25.783,1.8979,1.3421,0.7064
26.133,1.8303,1.2896,0.70408
26.373,1.7924,1.261,0.7031
26.641,1.7512,1.2286,0.70124
26.879,1.7123,1.1989,0.69983
27.217,1.6558,1.1564,0.69808
27.391,1.6325,1.1386,0.6973
27.757,1.579,1.0985,0.69542
27.95,1.5502,1.0779,0.69508
28.285,1.5028,1.0422,0.69305
28.469,1.4777,1.0238,0.69231
28.791,1.4322,0.99147,0.69186
29.049,1.3998,0.96855,0.69152
29.357,1.3611,0.94114,0.6913
29.551,1.337,0.9227,0.69
29.924,1.2965,0.88886,0.68523
30.151,1.2706,0.87025,0.68435
30.48,1.2358,0.84238,0.68112
30.687,1.2144,0.82533,0.67874
30.883,1.196,0.81165,0.67785
31.26,1.1605,0.78787,0.67857
31.431,1.1421,0.77659,0.67977
31.85,1.1044,0.74774,0.67663
32.137,1.0755,0.72869,0.67722
32.467,1.049,0.70429,0.67139
32.736,1.0285,0.68674,0.66758
32.864,1.0187,0.67732,0.66473
33.305,0.98064,0.65547,0.66846
33.417,0.96952,0.64996,0.67087
33.843,0.93986,0.63044,0.67102
34.083,0.92055,0.61831,0.67164
34.275,0.90632,0.60769,0.67041
34.663,0.88724,0.59059,0.66584
34.857,0.87367,0.58298,0.66761
35.19,0.85398,0.56948,0.66732
35.32,0.84621,0.56379,0.66668
35.805,0.81673,0.54379,0.66613
35.856,0.81373,0.54194,0.66632
36.368,0.78011,0.52283,0.67003
36.984,0.75204,0.49812,0.66221
37.308,0.73548,0.48619,0.66104
37.583,0.71873,0.47821,0.66496
37.78,0.70906,0.47244,0.6656
38.075,0.69098,0.45859,0.66336
38.317,0.68058,0.45067,0.66207
38.648,0.66873,0.44164,0.66028
38.866,0.66093,0.43615,0.65973
39.277,0.64695,0.42408,0.65533
39.413,0.64322,0.42088,0.6542
39.689,0.63618,0.41457,0.65154
40.033,0.62657,0.40788,0.65082
40.237,0.62139,0.40374,0.64943
40.484,0.6149,0.39799,0.64685
40.697,0.60946,0.3932,0.64477
40.983,0.6011,0.38708,0.64363
41.341,0.59203,0.37913,0.64016
41.504,0.586,0.37511,0.64003
41.827,0.57568,0.36771,0.63883
42,0.5707,0.36337,0.63678
42.397,0.56074,0.35377,0.63076
42.514,0.55681,0.35126,0.63076
42.91,0.54377,0.34289,0.63041
43.051,0.5397,0.33959,0.62914
43.379,0.53106,0.33381,0.62855
43.616,0.52355,0.33012,0.63044
43.82,0.51907,0.32631,0.62849
44.243,0.50886,0.31757,0.62389
44.38,0.50556,0.31559,0.62416
44.763,0.49349,0.30994,0.62864
44.942,0.4893,0.30735,0.62895
45.633,0.47248,0.29634,0.62761
45.994,0.46344,0.29172,0.62994
46.269,0.45516,0.28794,0.63329
46.619,0.44298,0.28248,0.63888
46.758,0.44009,0.28029,0.63802
47.074,0.43336,0.27575,0.6374
47.364,0.4244,0.27202,0.64152
48.055,0.4088,0.26067,0.63785
48.326,0.39845,0.25422,0.63847
49.453,0.3681,0.23555,0.63911
49.607,0.36598,0.23327,0.63688
50,0.35865,0.22678,0.63245
50.169,0.35498,0.22386,0.63084
50.428,0.34959,0.21974,0.62891
50.783,0.3429,0.21492,0.62724
50.924,0.3405,0.21326,0.6268
51.307,0.33318,0.20873,0.62696
