Temperature (deg C),Storage Modulus (MPa),Loss Modulus (MPpa),Tan Delta
-19.314,1186.6,106.49,0.08989
-19.194,1182.9,106.77,0.090433
-18.359,1149.4,108.07,0.094283
-18.026,1133.7,110.13,0.097503
-17.838,1127,110.64,0.098535
-17.522,1114.8,111.75,0.10051
-17.51,1114.2,111.83,0.10063
-17.377,1108.5,112.94,0.10219
-17.029,1092,115.24,0.10588
-16.929,1087.2,115.86,0.10695
-16.886,1085.1,116.12,0.1074
-16.879,1085.4,116.55,0.10783
-16.702,1076.4,118.09,0.11024
-15.978,1040.2,124.21,0.12032
-15.385,1008.5,128.37,0.12807
-14.855,983.15,135.68,0.13875
-14.822,981.84,135.95,0.13922
-14.329,958.03,140.26,0.14719
-14.186,949.95,141.08,0.1493
-14.191,950.23,141.06,0.14923
-13.959,938.13,142.4,0.1527
-13.836,932.13,143.65,0.15492
-14.086,944.69,141.26,0.15033
-13.198,904.25,145.45,0.16174
-12.66,871.83,152.48,0.17605
-12.203,847.27,157.54,0.18675
-11.904,833.66,159.15,0.19194
-11.633,820.12,159.71,0.19591
-11.401,805.45,161.21,0.20187
-11.864,833.67,159.57,0.1924
-10.851,779.95,165.86,0.21492
-10.796,777.3,166.23,0.21612
-10.131,730.49,171.08,0.23686
-9.88,714,173.68,0.24491
-9.3929,685.53,174.4,0.25616
-9.2876,678.86,174.65,0.25862
-9.6768,699.84,172.71,0.24835
-9.4537,687.67,173.99,0.25448
-9.2927,679.12,174.63,0.2585
-8.7204,646.82,176.7,0.27595
-8.3364,622.95,178.33,0.29009
-8.6963,641.43,177.43,0.27966
-7.4486,572.8,179.49,0.31732
-7.2592,563.51,179.87,0.32377
-6.8661,543.57,179.48,0.33469
-6.001,500.23,177.55,0.35925
-5.8094,487.96,178.94,0.36985
-5.2383,457.81,178.88,0.39417
-5.4772,468.51,179.55,0.38624
-4.383,404.43,173.8,0.43769
-4.0672,385.62,171.49,0.4544
-4.1897,393.37,172.32,0.44711
-4.0617,385.26,171.45,0.45473
-3.8775,373.39,170.13,0.46605
-3.5797,353.89,167.61,0.4854
-3.7385,364.57,169.03,0.47403
-3.9427,377.74,170.59,0.45983
-3.6379,357.84,168.15,0.48121
-3.4647,345.98,166.46,0.49369
-3.1509,324.02,162.78,0.51731
-2.6975,293.11,157.11,0.55189
-2.5924,286.19,155.62,0.559
-2.6662,291.04,156.67,0.55403
-2.3001,267.48,150.35,0.58001
-2.2068,262.09,149.06,0.58662
-2.2668,265.55,149.89,0.58237
-2.19,261.12,148.82,0.58781
-1.8756,240.91,144.61,0.61211
-1.4811,222.19,138.39,0.63737
-1.0152,199.62,130.52,0.6689
-0.88372,193.32,128.19,0.67918
-0.87211,192.76,127.98,0.68011
-0.92768,195.44,128.97,0.67568
-0.44733,172.65,120.23,0.71
-0.10711,159.71,115.03,0.73671
-0.11888,160.31,115.3,0.73534
0.11717,151.42,111.03,0.75147
0.46467,139.69,105.03,0.77341
0.63295,132.8,102.06,0.78498
1.3592,112.56,90.943,0.82434
1.3983,109.93,89.794,0.82996
1.7475,100.7,84.316,0.85113
1.9693,94.722,80.944,0.86642
2.2863,87.261,76.466,0.88549
2.087,91.192,79.087,0.87613
2.6748,80.186,71.529,0.9027
2.9409,74.953,67.718,0.91413
2.9931,74.089,67.068,0.91614
3.2279,70.259,64.229,0.92573
3.4549,66.864,61.864,0.93612
3.7402,63.083,58.745,0.94365
4.0256,58.392,55.357,0.95666
4.0426,58.17,55.185,0.95726
4.3317,54.418,52.28,0.96826
4.4,53.581,51.627,0.9706
4.9009,47.297,46.401,0.98613
5.1254,45.027,44.422,0.99086
5.2255,44.064,43.557,0.99262
5.7351,39.614,39.263,0.99385
5.7731,39.302,38.955,0.99382
6.1487,36.11,36.041,0.99828
6.2771,35.26,35.191,0.99812
6.9688,30.435,30.433,0.99876
7.1854,29.238,29.113,0.99344
7.4827,27.374,27.174,0.99021
7.659,26.383,26.156,0.98888
8.0208,24.74,24.408,0.98374
8.0846,24.556,24.207,0.98276
8.4236,23.368,22.881,0.97534
8.5394,22.848,22.221,0.96828
8.887,21.516,20.773,0.96219
9.3118,20.086,19.253,0.95495
9.5476,19.332,18.439,0.94977
9.7508,18.74,17.787,0.94509
9.8131,18.575,17.601,0.94339
10.001,18.086,16.952,0.93357
10.427,16.976,15.747,0.92448
10.897,15.938,14.624,0.9133
10.755,16.238,14.959,0.91716
11.439,14.75,13.189,0.89115
12.045,13.594,12.017,0.87931
12.193,13.358,11.742,0.87446
12.669,12.578,10.826,0.85738
12.928,12.21,10.391,0.84737
13.091,11.933,10.105,0.84336
13.426,11.456,9.6094,0.83445
13.483,11.372,9.5196,0.83268
13.94,10.71,8.7991,0.81783
14.207,10.382,8.4307,0.80817
14.66,9.7818,7.7947,0.79337
14.878,9.5285,7.5327,0.7866
15.087,9.2532,7.2744,0.78276
15.168,9.1732,7.2006,0.78149
15.678,8.7008,6.6679,0.76339
15.874,8.4992,6.4437,0.75509
16.213,8.1701,6.1343,0.74755
16.387,7.9994,5.9713,0.74326
16.637,7.7756,5.7455,0.73589
17.17,7.3741,5.3226,0.71906
17.201,7.3389,5.2885,0.71813
17.402,7.1711,5.1259,0.71206
17.676,6.9709,4.9293,0.70408
18.001,6.733,4.7143,0.69748
18.147,6.6358,4.6213,0.69393
18.471,6.4309,4.426,0.68573
18.706,6.2526,4.256,0.67897
18.828,6.172,4.1866,0.67667
19.066,6.0362,4.0631,0.67077
19.266,5.9244,3.9566,0.66558
19.582,5.7614,3.8059,0.65843
19.847,5.617,3.6753,0.65247
20.334,5.3601,3.4493,0.64184
20.538,5.2727,3.3693,0.63738
20.574,5.2568,3.3591,0.63733
21.052,5.059,3.1986,0.63054
21.439,4.9106,3.0579,0.6213
21.521,4.878,3.0278,0.61923
21.831,4.7621,2.9258,0.61273
22.039,4.6763,2.8482,0.60782
22.434,4.5358,2.7406,0.60285
22.504,4.5118,2.7213,0.60178
22.833,4.3988,2.6319,0.59702
23.036,4.3265,2.5718,0.5934
23.473,4.2032,2.4703,0.58664
23.705,4.1313,2.4129,0.583
23.875,4.0928,2.3733,0.5784
24.279,3.9814,2.2802,0.57159
24.695,3.8647,2.1858,0.56465
24.86,3.8282,2.1558,0.56213
25.237,3.7328,2.0848,0.5575
25.368,3.7006,2.056,0.5546
25.653,3.6426,2.0071,0.55006
25.943,3.5786,1.9579,0.54616
26.188,3.5264,1.9166,0.5426
26.401,3.4767,1.8761,0.53882
26.612,3.4317,1.8418,0.53597
26.913,3.3702,1.796,0.53239
27.295,3.2851,1.7394,0.52886
27.424,3.2573,1.7221,0.52803
27.772,3.2027,1.6691,0.52047
27.892,3.1856,1.6538,0.51838
28.434,3.0834,1.5866,0.51403
28.38,3.0922,1.5923,0.5144
28.893,3.008,1.5367,0.51039
29.165,2.9737,1.5042,0.50528
29.391,2.9429,1.4763,0.50114
29.746,2.8976,1.4456,0.49843
29.807,2.8881,1.4393,0.49783
30.307,2.81,1.3832,0.49177
30.446,2.7963,1.3697,0.48942
30.743,2.7598,1.342,0.48592
31.069,2.7119,1.3178,0.48561
31.282,2.6818,1.3009,0.4848
31.338,2.6763,1.2981,0.4848
31.678,2.6295,1.2618,0.47933
31.944,2.6038,1.2374,0.47486
32.282,2.5579,1.209,0.47234
32.29,2.5569,1.2085,0.47233
32.785,2.4921,1.1649,0.46696
33.064,2.4565,1.1414,0.46421
33.309,2.4334,1.1193,0.45933
33.604,2.4012,1.1028,0.4587
33.822,2.3735,1.0865,0.45722
34.043,2.3498,1.0726,0.4559
34.337,2.3187,1.0489,0.452
34.484,2.3029,1.0345,0.44886
34.799,2.2754,1.0172,0.44666
35.007,2.2555,1.005,0.44525
35.372,2.2152,0.97755,0.44097
35.628,2.1897,0.96636,0.44117
35.894,2.1641,0.9522,0.43981
36.053,2.1504,0.94181,0.43788
36.354,2.1303,0.92982,0.43641
36.574,2.1149,0.9213,0.43546
36.712,2.1066,0.91475,0.43406
37.104,2.0843,0.90181,0.4325
37.336,2.0757,0.89266,0.42996
37.651,2.0556,0.8794,0.42772
37.983,2.0429,0.86557,0.42357
38.077,2.0388,0.86066,0.42202
38.404,2.0253,0.85627,0.4227
38.691,2.0175,0.8457,0.41905
38.921,2.0128,0.83788,0.41613
39.159,2.0057,0.83227,0.41483
39.497,1.9933,0.81821,0.41032
39.884,1.9744,0.8039,0.40695
39.944,1.9727,0.80241,0.40655
40.329,1.9582,0.78692,0.40158
40.53,1.9466,0.77671,0.39882
40.775,1.9403,0.76599,0.39461
41.048,1.9305,0.7581,0.39246
41.283,1.9201,0.75334,0.39209
41.693,1.8968,0.73781,0.38885
41.739,1.8945,0.73618,0.38849
42.164,1.8722,0.72175,0.38541
42.327,1.865,0.71312,0.38226
42.652,1.8485,0.70144,0.37936
42.991,1.8328,0.69318,0.37813
43.27,1.8249,0.68523,0.37547
43.454,1.8205,0.67932,0.37309
43.731,1.8021,0.67336,0.37364
43.891,1.79,0.67245,0.37566
44.325,1.7686,0.66073,0.37352
44.465,1.7622,0.65601,0.37218
44.862,1.7366,0.64184,0.36952
44.946,1.7327,0.6392,0.36882
45.372,1.7108,0.62646,0.3662
45.983,1.6801,0.61905,0.36846
45.975,1.6806,0.61928,0.36849
46.398,1.6596,0.60532,0.3647
46.669,1.6414,0.60089,0.36598
47.025,1.6232,0.59218,0.36474
47.16,1.6174,0.5886,0.36384
47.4,1.6072,0.57948,0.36042
47.789,1.5899,0.57116,0.35905
47.981,1.5828,0.5678,0.35855
48.3,1.5706,0.56265,0.35801
48.549,1.5589,0.556,0.35645
48.812,1.5428,0.54709,0.35448
49.144,1.5299,0.5354,0.34985
49.276,1.525,0.53072,0.34786
49.562,1.5131,0.52672,0.34789
49.884,1.5009,0.51741,0.34446
50.108,1.4924,0.51131,0.34241
50.331,1.4842,0.50623,0.34094
50.685,1.469,0.498,0.33882
50.856,1.4621,0.4954,0.33859
51.201,1.4481,0.48772,0.33661
51.368,1.4407,0.48358,0.33547
51.773,1.4249,0.47337,0.3321
51.881,1.4214,0.47033,0.33079
52.331,1.4027,0.46086,0.32839
52.46,1.3978,0.4579,0.32746
52.763,1.3846,0.45325,0.32729
52.982,1.3766,0.45191,0.3282
53.278,1.3652,0.44711,0.32741
53.576,1.3521,0.44012,0.32543
53.662,1.3488,0.43865,0.32514
54.153,1.3292,0.43024,0.32358
54.294,1.3237,0.42828,0.32349
54.715,1.3071,0.42127,0.32219
54.865,1.301,0.41863,0.32166
55.219,1.2859,0.41083,0.31934
55.452,1.2794,0.40808,0.3188
55.705,1.2726,0.40561,0.31855
56.666,1.2411,0.38585,0.31074
56.923,1.2318,0.38203,0.30999
57.222,1.2218,0.37757,0.30878
57.391,1.2163,0.37447,0.30767
57.798,1.2026,0.3669,0.30495
58.027,1.1958,0.36165,0.30228
58.288,1.1911,0.35959,0.30177
58.548,1.186,0.35811,0.30182
58.767,1.1792,0.35443,0.30048
59.043,1.1721,0.34843,0.29719
59.36,1.1655,0.34225,0.29356
59.549,1.1601,0.34165,0.2944
59.925,1.1482,0.33653,0.29306
60.087,1.144,0.33517,0.29293
60.436,1.1347,0.33364,0.29392
60.628,1.1304,0.33024,0.29204
60.916,1.1239,0.32644,0.29036
61.236,1.1167,0.32397,0.28995
63.757,1.0608,0.28921,0.27239
64.148,1.0534,0.28365,0.26913
64.382,1.0478,0.28247,0.26951
64.58,1.0447,0.27874,0.26672
64.947,1.0392,0.27342,0.263
65.87,1.0188,0.26659,0.26166
66.221,1.0129,0.25864,0.25547
66.461,1.0089,0.25759,0.25543
66.684,1.0043,0.25701,0.25597
67.069,0.99575,0.25644,0.25756
67.173,0.99363,0.25602,0.25768
67.456,0.98874,0.25359,0.25654
67.826,0.98158,0.2504,0.25513
67.984,0.97821,0.24803,0.25351
68.331,0.97224,0.24607,0.25305
68.56,0.96813,0.24386,0.25181
69.1,0.95684,0.2365,0.24713
69.406,0.95255,0.23448,0.24609
69.624,0.95013,0.23304,0.24518
69.958,0.94194,0.2314,0.24555
70.064,0.9392,0.23092,0.24577
70.34,0.93445,0.22875,0.2447
70.658,0.92929,0.22411,0.2411
70.969,0.92494,0.22037,0.2382
71.103,0.92328,0.21987,0.23806
71.474,0.91681,0.21762,0.23733
71.634,0.91401,0.21575,0.23601
72,0.9105,0.21226,0.23307
72.182,0.90944,0.21165,0.23268
72.472,0.9062,0.21129,0.23314
72.77,0.901,0.20888,0.23179
72.953,0.89855,0.20598,0.22912
73.37,0.8969,0.20614,0.2298
73.502,0.89509,0.20496,0.22895
73.815,0.89076,0.20321,0.22813
74.019,0.88881,0.20293,0.22833
74.38,0.88363,0.20276,0.22951
74.569,0.88269,0.20093,0.22768
74.838,0.87726,0.19888,0.22678
75.222,0.87198,0.19541,0.22395
75.859,0.86369,0.18957,0.21945
76.089,0.86294,0.19479,0.22563
76.301,0.86096,0.19242,0.22333
76.53,0.855,0.1886,0.22044
76.875,0.84899,0.18552,0.21841
77.072,0.84565,0.18386,0.21729
77.403,0.84072,0.18062,0.21473
77.571,0.83868,0.17915,0.21351
77.906,0.83243,0.17433,0.20936
78.127,0.83014,0.17184,0.20687
78.564,0.82553,0.17336,0.20983
78.631,0.82467,0.17149,0.20783
79.072,0.81857,0.1684,0.20566
79.161,0.81756,0.16815,0.20564
79.609,0.81137,0.1695,0.209
79.811,0.80897,0.16781,0.20752
79.977,0.8079,0.16628,0.20591
80.578,0.80644,0.16283,0.20198
80.849,0.80311,0.1594,0.19852
81.024,0.80137,0.16097,0.20095
81.653,0.79803,0.16071,0.20143
81.937,0.79639,0.15904,0.19974
82.312,0.79463,0.15744,0.19817
82.46,0.79355,0.1568,0.19765
82.953,0.79121,0.15265,0.19302
85.97,0.78807,0.1475,0.18733
86.22,0.78889,0.14702,0.18652
86.496,0.7904,0.14682,0.18589
86.696,0.79167,0.14718,0.18604
87.006,0.79291,0.14725,0.18581
87.174,0.7931,0.14743,0.18599
87.62,0.7926,0.14755,0.18627
87.744,0.79302,0.14713,0.18562
88.035,0.792,0.14591,0.1843
88.905,0.80181,0.14327,0.17882
89.909,0.79918,0.14091,0.17664
90.225,0.79851,0.13922,0.17467
90.274,0.79871,0.13887,0.17419
90.712,0.80131,0.13329,0.16649
90.826,0.80213,0.13242,0.16521
91.196,0.80429,0.1302,0.16195
91.382,0.80538,0.12948,0.16082
91.591,0.80713,0.13012,0.16125
91.985,0.80617,0.13092,0.16247
92.147,0.80401,0.1313,0.1634
92.463,0.80551,0.12952,0.16084
92.735,0.80567,0.12859,0.15964
92.863,0.80484,0.12707,0.15792
93.226,0.80075,0.12997,0.16234
93.472,0.8002,0.13015,0.16266
93.738,0.80133,0.12938,0.16149
94.011,0.80078,0.12965,0.16195
94.275,0.79821,0.13095,0.16414
94.501,0.7965,0.13131,0.16494
94.842,0.7956,0.13156,0.16544
95.058,0.79309,0.13073,0.16491
95.386,0.79352,0.13017,0.16415
95.541,0.79355,0.12601,0.15899
95.934,0.79051,0.12083,0.15308
95.968,0.79005,0.12078,0.15309
96.537,0.78556,0.11601,0.14773
96.821,0.77975,0.11516,0.14786
97.075,0.77396,0.11598,0.15009
97.308,0.76932,0.1139,0.1482
97.563,0.76876,0.10844,0.14127
97.901,0.76054,0.10936,0.14415
98.156,0.75649,0.10846,0.14375
98.338,0.75523,0.10632,0.14122
98.634,0.75212,0.10527,0.14044
98.811,0.74676,0.10713,0.1437
99.165,0.73984,0.10817,0.14623
99.415,0.73645,0.10826,0.14692
99.689,0.73275,0.10778,0.14689
99.969,0.72894,0.10629,0.14547
