Temperature (deg C),Storage Modulus (MPa),Loss Modulus (MPpa),Tan Delta
-49.923,1143.9,39.286,0.034328
-49.69,1142.9,40.085,0.035053
-49.694,1143,40.073,0.035041
-49.304,1141,40.081,0.035105
-48.934,1138,39.632,0.034808
-48.909,1137.9,39.751,0.034917
-48.561,1135.8,37.154,0.032703
-48.106,1132.5,37.524,0.033127
-48.156,1132.8,37.555,0.033145
-47.74,1130.1,37.778,0.033416
-47.644,1129.5,37.599,0.033271
-47.409,1127.4,37.91,0.033608
-47.077,1123.8,37.322,0.033204
-46.96,1123.7,37.223,0.033111
-46.516,1118.9,39.125,0.035004
-46.14,1115.9,38.743,0.034736
-45.791,1114.4,37.36,0.033539
-45.427,1110.9,38.446,0.034624
-45.456,1111.1,38.369,0.034552
-45.299,1110.2,38.673,0.034846
-44.764,1106.2,37.863,0.034247
-44.427,1103.6,38.929,0.03529
-44.183,1101.7,38.691,0.035132
-44.297,1102.5,39.136,0.03551
-44.026,1100.5,38.168,0.034695
-43.765,1098.5,39.045,0.035546
-43.514,1096.2,37.84,0.034518
-43.45,1095.7,37.484,0.034207
-43.155,1093,39.958,0.036617
-42.924,1090.9,40.322,0.03701
-42.482,1085.8,40.88,0.037681
-42.075,1081.9,41.976,0.038827
-41.902,1079.9,42.073,0.03898
-42.089,1081.6,41.97,0.038822
-41.826,1079.2,42.121,0.039048
-41.21,1075.1,43.127,0.040128
-41.225,1075.2,43.083,0.040084
-40.71,1069.7,43.649,0.040832
-40.467,1067.3,43.984,0.041237
-40.164,1065.8,44.684,0.041913
-39.7,1060.4,43.429,0.040953
-39.546,1058.7,43.127,0.040729
-39.472,1058,43.014,0.040648
-39.41,1057.4,42.905,0.040568
-39.345,1056.7,42.779,0.040472
-38.977,1053.3,41.847,0.03972
-38.669,1052.4,41.543,0.03947
-38.546,1051.4,41.669,0.039622
-38.053,1045.9,41.5,0.039683
-37.599,1040.4,41.844,0.040234
-37.357,1039.7,41.426,0.03987
-37.532,1040.4,41.574,0.039978
-36.867,1032.7,43.372,0.042073
-36.637,1029.9,44.17,0.042972
-36.41,1027.6,44.869,0.043755
-36.14,1024.1,44.891,0.043908
-35.739,1021.6,43.985,0.043092
-35.523,1019.3,45.077,0.04427
-35.559,1019.8,45.02,0.044196
-35.691,1021.4,44.818,0.043933
-35.099,1012.6,46.534,0.045977
-34.532,1006.3,44.845,0.044555
-34.281,1003.2,46.713,0.046588
-34.189,1001.6,46.723,0.046678
-34.128,1000.8,46.737,0.04673
-33.671,995.98,47.076,0.047269
-33.32,991.36,45.584,0.046027
-32.937,987.06,46.341,0.047015
-32.883,986.44,46.447,0.047152
-32.961,987.32,46.293,0.046954
-32.515,981.54,47.908,0.048829
-32.122,977.22,46.941,0.048043
-32.001,975.49,46.516,0.047692
-31.841,973.18,46.044,0.047316
-31.952,974.78,46.363,0.047569
-31.608,971.34,46.51,0.04789
-30.743,956.4,45.855,0.047946
-30.274,951.73,48,0.050393
-30.283,951.86,48.024,0.050411
-30.116,949.42,47.698,0.050213
-29.83,945.86,46.836,0.049544
-29.699,943.75,46.85,0.049684
-29.381,938.26,47.47,0.050667
-29.269,936.29,47.839,0.051178
-29.431,939.15,47.325,0.05046
-28.97,931.03,50.239,0.05412
-28.519,923.56,50.54,0.054823
-27.733,911.7,50.576,0.055547
-27.588,909.62,50.996,0.056127
-27.128,901.38,56.446,0.062707
-27.029,899.88,57.028,0.063448
-27.132,901.43,56.423,0.062677
-26.83,897.07,57.501,0.064164
-25.9,886.42,59.664,0.067393
-25.773,884.33,59.033,0.066822
-25.075,871.87,57.205,0.065711
-24.428,859.24,60.65,0.07071
-24.356,858.13,62.107,0.07244
-24.465,861.1,60.282,0.070112
-24.243,857.09,62.71,0.07319
-24.051,853.25,62.568,0.073373
-23.717,844.43,64.126,0.076128
-23.844,847.59,63.846,0.075486
-23.647,842.65,64.285,0.076491
-23.428,837.22,64.239,0.076975
-23.394,836.3,64.343,0.077188
-23.094,828.86,65.227,0.078987
-22.963,825.74,64.998,0.078971
-22.494,812.8,66.755,0.082503
-22.624,815.88,66.186,0.081485
-22.255,807.17,67.844,0.084426
-21.634,792.13,71.63,0.090712
-21.336,786.61,72.076,0.091829
-21.35,786.97,71.98,0.09166
-21.133,780.84,73.939,0.095035
-21.104,780.24,73.989,0.095172
-20.295,760.94,75.383,0.099294
-20.173,757.39,76.246,0.10097
-19.857,750.72,76.133,0.10177
-19.683,745.42,78.793,0.10587
-19.371,737.24,78.653,0.10696
-19.04,727.99,79.747,0.10988
-19.1,729.65,79.561,0.10937
-18.809,721.76,80.63,0.11211
-18.756,719.94,80.873,0.11269
-18.319,707.84,82.371,0.11676
-18.047,699.64,83.538,0.11984
-18.331,707.27,82.692,0.11721
-17.734,691.25,85.635,0.12451
-17.358,681.07,86.477,0.12765
-17.072,672.06,88.723,0.13261
-16.844,665.87,89.999,0.13584
-16.655,660.77,91.11,0.13852
-16.32,650.8,93.77,0.14477
-16.005,643.52,95.475,0.149
-15.807,636,96.778,0.15303
-15.71,633.04,97.237,0.15447
-15.542,628.27,98.294,0.15724
-15.035,612.17,100.84,0.16539
-14.835,605.72,101.99,0.16908
-14.989,610.68,101.11,0.16624
-14.821,605.25,102.07,0.16934
-14.418,589.55,104.61,0.17897
-14.548,594.41,103.86,0.17617
-13.732,564.46,108.74,0.19434
-13.177,544.83,110.19,0.20381
-13.051,540.55,110.6,0.20618
-13.145,543.74,110.29,0.2044
-12.669,523.53,112.39,0.21617
-12.021,497.85,115.85,0.2352
-12.164,503.79,114.96,0.23049
-11.733,484.88,117.34,0.24531
-11.263,462.73,119.57,0.26152
-11.427,470.16,118.78,0.25544
-10.923,448.06,120.63,0.27327
-11.001,452.04,119.95,0.26896
-10.626,433.67,121.75,0.28555
-10.464,426.8,121.78,0.29045
-10.271,417.48,122.28,0.29824
-10.184,412.9,122.86,0.30233
-9.8885,398.81,123.59,0.31489
-9.7321,389.78,124.63,0.32501
-9.4742,378.04,125.13,0.33648
-9.4192,374.64,125.36,0.3392
-9.112,360.23,125.33,0.35381
-9.0102,355.56,125.44,0.35862
-8.6529,339.13,125.28,0.37508
-8.2321,321.55,125.08,0.39484
-8.2448,322.08,125.07,0.39418
-7.819,303.22,124.44,0.41714
-7.6883,297.87,123.93,0.42284
-7.4355,287.57,122.94,0.434
-7.3102,282.28,122.48,0.44071
-7.0713,272.13,121.74,0.45478
-6.7308,257.42,120.76,0.47711
-6.6758,255.11,120.42,0.48033
-6.376,242.64,118.6,0.4993
-6.1082,231.43,116.79,0.51574
-5.7858,218.89,114.89,0.53642
-5.5359,209.36,113.26,0.55331
-5.2773,199.87,111.39,0.57139
-5.1318,193.52,110.18,0.58228
-4.8379,182.77,107.61,0.6027
-4.4891,170.2,104.51,0.6285
-4.2825,162.64,102.6,0.64561
-3.9698,152.16,99.625,0.67002
-3.7578,145.43,97.497,0.68592
-3.5367,138.7,95.24,0.70175
-3.2341,129.62,92.1,0.72705
-2.98,122.79,89.421,0.74535
-2.7594,116.71,86.952,0.76269
-2.4282,108.33,83.289,0.78631
-2.0388,98.745,79.12,0.81572
-1.9198,96.468,77.925,0.82323
-1.5472,88.515,74.193,0.8549
-1.3321,83.99,71.765,0.87096
-1.041,78.482,68.488,0.88959
-0.50409,68.852,62.554,0.92523
-0.28032,64.947,60.114,0.94102
0.000976,60.493,57.065,0.96101
0.34221,55.483,53.361,0.97915
0.51481,52.989,51.524,0.9868
0.85775,48.794,48.031,1.0004
1.448,41.503,42.231,1.0268
1.7983,38.115,39.112,1.0354
2.043,35.333,36.768,1.046
2.2914,33.554,35.081,1.0512
2.657,30.577,32.324,1.0595
2.9765,28.419,30.179,1.0628
3.1944,27.242,28.923,1.0623
3.5814,25.153,26.656,1.0604
3.8004,23.997,25.513,1.0631
3.9877,23.162,24.614,1.0625
4.4831,21.011,22.308,1.0599
4.7717,19.787,20.966,1.0565
5.0087,18.927,19.976,1.0518
5.2563,18.043,18.977,1.0468
5.7038,16.544,17.228,1.0379
5.8796,16.059,16.684,1.0352
6.1477,15.267,15.773,1.0294
6.5158,14.276,14.625,1.0199
6.7398,13.75,14.004,1.0129
7.1328,12.855,12.951,1.0022
7.3399,12.441,12.437,0.99479
7.6517,11.791,11.649,0.98371
7.8271,11.484,11.284,0.9785
8.1887,10.853,10.573,0.96987
8.3521,10.583,10.283,0.96715
8.8313,9.8514,9.4284,0.95195
8.9826,9.6355,9.1562,0.94601
9.4408,9.0543,8.4872,0.93453
9.7195,8.7051,8.0932,0.92711
9.8666,8.5222,7.9031,0.92481
10.108,8.2932,7.6564,0.92064
10.775,7.6058,6.8882,0.90238
10.923,7.4674,6.7439,0.89985
11.226,7.1755,6.4278,0.89307
11.545,6.8936,6.1252,0.88647
11.755,6.7283,5.9413,0.88066
11.944,6.5738,5.7737,0.87556
12.243,6.3285,5.5111,0.86705
12.546,6.047,5.2226,0.85996
12.764,5.8837,5.0437,0.85354
13.027,5.6882,4.8541,0.84974
13.188,5.5685,4.7334,0.84686
13.576,5.2922,4.4231,0.83277
13.735,5.1918,4.3189,0.82885
14.162,4.954,4.0722,0.81892
14.32,4.8439,3.9683,0.81621
14.595,4.6859,3.8038,0.80925
14.925,4.5111,3.615,0.79962
15.034,4.4599,3.561,0.79675
15.662,4.1561,3.2732,0.78536
15.772,4.1,3.2308,0.78557
16.043,3.9891,3.1234,0.78027
16.276,3.9003,3.0161,0.77096
16.668,3.7446,2.8593,0.76195
16.745,3.7155,2.8336,0.76109
16.966,3.6324,2.7606,0.75819
17.474,3.4298,2.5762,0.74893
17.562,3.3964,2.5439,0.74706
17.903,3.2795,2.4325,0.74
18.277,3.1531,2.3052,0.72885
18.31,3.1416,2.2951,0.72833
18.756,3.0081,2.1726,0.7203
18.938,2.9469,2.121,0.71749
19.236,2.8493,2.0303,0.71083
19.555,2.7457,1.9437,0.70541
19.616,2.726,1.9282,0.70487
19.991,2.6113,1.8284,0.69831
20.259,2.5404,1.7643,0.6929
20.277,2.5358,1.7597,0.69241
20.754,2.4192,1.6544,0.68253
20.89,2.3875,1.6299,0.68107
21.304,2.2825,1.5449,0.67584
21.523,2.2292,1.5079,0.67527
21.807,2.1594,1.4497,0.67055
22.029,2.1202,1.4153,0.6666
22.258,2.0773,1.3787,0.66276
22.48,2.0345,1.3449,0.65992
22.767,1.9812,1.3034,0.65616
22.871,1.9584,1.2853,0.65491
23.44,1.8522,1.1982,0.64542
23.623,1.8186,1.1682,0.64086
23.843,1.7764,1.1377,0.63882
24.144,1.7219,1.0984,0.6362
24.313,1.6938,1.0756,0.63348
24.515,1.6643,1.0502,0.62979
24.829,1.6158,1.0123,0.62533
25.037,1.5827,0.98765,0.6231
25.32,1.5365,0.95706,0.62218
25.64,1.4897,0.91936,0.61668
25.888,1.4485,0.89372,0.61605
26.149,1.4151,0.86734,0.61228
26.34,1.3922,0.84924,0.60939
26.667,1.3519,0.8217,0.60716
26.933,1.3201,0.80321,0.60787
27.155,1.2942,0.78577,0.60657
27.703,1.2339,0.74158,0.60011
27.875,1.2147,0.72887,0.59919
28.293,1.1675,0.69927,0.59832
28.386,1.158,0.69261,0.59754
28.88,1.1059,0.65391,0.59099
28.964,1.0972,0.6487,0.59098
29.268,1.0653,0.62829,0.58928
29.476,1.0422,0.61411,0.58864
29.68,1.0215,0.60062,0.58721
30.057,0.98177,0.57613,0.58623
30.189,0.96835,0.56749,0.58547
30.542,0.93473,0.54438,0.58198
30.754,0.91409,0.53204,0.58155
31.079,0.88398,0.51507,0.58208
31.447,0.85488,0.4934,0.57649
31.427,0.85634,0.49451,0.57681
31.848,0.82125,0.47266,0.57501
31.986,0.81078,0.46595,0.57392
32.576,0.76242,0.43724,0.57351
32.987,0.7299,0.4181,0.57278
33.067,0.7242,0.41432,0.57198
33.431,0.70103,0.39854,0.56824
