Temperature (deg C),Storage Modulus (MPa),Loss Modulus (MPpa),Tan Delta
-66.282,1933.3,53.347,0.027595
-66.132,1933.1,53.671,0.027765
-65.875,1933,53.731,0.027797
-65.603,1933.1,53.923,0.027896
-65.362,1932.8,54.264,0.028077
-65.094,1932.9,53.562,0.027713
-64.87,1932,54.03,0.02797
-64.587,1931.1,54.034,0.027984
-64.359,1929.4,54.618,0.028311
-64.189,1928.4,54.796,0.028419
-63.848,1926.4,54.68,0.028389
-63.625,1924.7,53.98,0.028047
-63.35,1922.1,53.634,0.027903
-63.134,1919.7,54.765,0.028532
-62.921,1917.3,54.581,0.028479
-62.6,1913.8,53.101,0.027742
-62.314,1909.9,52.785,0.027638
-62.076,1906.7,52.424,0.027493
-61.904,1904.1,52.702,0.027672
-61.577,1900.2,51.715,0.027213
-61.289,1897.4,51.637,0.027212
-61.112,1895.4,51.811,0.027333
-60.768,1893,50.16,0.026502
-60.591,1892.7,51.183,0.027051
-60.316,1889.3,53.012,0.028058
-60.038,1888.1,52.711,0.027915
-59.845,1887.9,51.213,0.027127
-59.538,1887.7,51.436,0.027247
-59.349,1887.6,52.203,0.027652
-59.123,1886.5,50.665,0.026852
-58.712,1885.9,50.048,0.026531
-58.508,1885.5,50.978,0.027031
-58.293,1885.4,51.846,0.027495
-57.97,1884.1,51.327,0.027238
-57.677,1883.5,51.651,0.027415
-57.518,1883.1,52.316,0.027776
-57.207,1879.8,50.565,0.026893
-56.99,1877.6,49.313,0.026261
-56.721,1874.8,49.329,0.026306
-56.487,1872.9,50.688,0.027059
-56.318,1870.5,50.246,0.026864
-56.065,1867.7,49.917,0.026729
-55.857,1865,49.696,0.026642
-55.523,1860.2,49.952,0.026828
-55.258,1856.8,50.258,0.027055
-54.97,1853.9,49.64,0.026771
-54.789,1851.3,48.84,0.026371
-54.492,1848.5,50.002,0.027041
-54.292,1846.3,48.746,0.026397
-54.059,1844.2,50.16,0.027198
-53.821,1842.4,49.261,0.026734
-53.506,1842.4,50.652,0.027486
-53.273,1840.6,49.526,0.026904
-53.032,1839.8,49.426,0.026865
-52.86,1839,50.731,0.027585
-52.605,1836.7,49.249,0.026808
-52.35,1835.7,50.871,0.027706
-52.15,1835.8,50.396,0.027443
-51.913,1834.3,48.061,0.026187
-51.74,1834,49.084,0.026752
-51.303,1830.2,50.514,0.027595
-51.165,1828.7,50.545,0.027631
-51.014,1828.5,49.767,0.027209
-50.466,1824.8,48.573,0.026617
-50.172,1819.8,47.759,0.026229
-49.954,1817.6,49.189,0.027052
-49.632,1812.6,47.658,0.026302
-49.507,1811,47.603,0.026292
-49.191,1806.4,47.296,0.026196
-48.864,1802.9,50.665,0.028119
-48.681,1801.4,50.365,0.027964
-48.336,1798,48.531,0.026997
-48.104,1795.6,48.688,0.027121
-47.959,1794.7,49.375,0.027522
-47.77,1793.4,48.287,0.026937
-47.432,1790.2,49.886,0.027862
-47.186,1789.4,49.257,0.027528
-46.942,1788.5,50.477,0.028221
-46.737,1786.9,49.85,0.027896
-46.494,1785.5,49.5,0.027724
-46.249,1784.3,49.475,0.027725
-45.979,1781.7,49.442,0.027741
-45.77,1781,48.477,0.027217
-45.533,1778,48.9,0.027515
-45.433,1777.2,49.305,0.02775
-45.139,1773.4,51.071,0.028808
-44.582,1765,50.077,0.028383
-44.294,1760.9,51.066,0.028984
-44.142,1757.4,49.402,0.028113
-43.774,1751.2,48.575,0.027743
-43.509,1746.4,48.901,0.028009
-43.408,1744.7,48.61,0.027871
-43.105,1740.9,50.195,0.02885
-42.953,1740.7,50.693,0.029134
-42.628,1735.3,50.851,0.029308
-42.462,1733.8,49.982,0.028831
-42.118,1729.9,49.86,0.028822
-41.862,1727.8,46.891,0.027141
-41.586,1725,48.281,0.027982
-41.545,1724.6,48.37,0.028041
-41.096,1721.6,48.87,0.028381
-40.626,1716.1,49.566,0.02887
-40.573,1715.6,49.355,0.028755
-40.058,1710.3,48.694,0.028477
-39.818,1706.9,47.609,0.027906
-39.59,1703.4,49.922,0.029342
-39.515,1702.6,50.279,0.029566
-39.066,1697.9,51.491,0.030354
-38.741,1695.2,51.087,0.030149
-38.5,1691.9,51.346,0.030353
-38.297,1688.7,50.215,0.029731
-38.48,1691.7,51.328,0.030346
-38.093,1688.2,49.779,0.029484
-37.385,1679.3,51.22,0.030499
-36.92,1673.1,49.68,0.029685
-36.648,1668.8,50.103,0.030014
-36.774,1670.7,50.341,0.030119
-36.478,1667.3,48.142,0.028878
-36.032,1660.1,46.862,0.028251
-35.884,1658.6,45.804,0.027634
-35.755,1656,45.903,0.027737
-35.689,1654.7,45.966,0.027797
-35.273,1646.5,47.013,0.028567
-35.002,1642.6,49.298,0.030025
-34.758,1638.8,49.548,0.030253
-34.988,1642.1,49.48,0.030149
-34.394,1633.6,51.04,0.031261
-33.799,1624.8,48.67,0.029957
-33.749,1624,49.366,0.030401
-33.384,1617.3,50.609,0.031298
-33.034,1614.7,48.763,0.030223
-32.828,1611,49.827,0.030948
-32.774,1609.9,50.089,0.031129
-32.614,1607,50.881,0.031678
-32.425,1603.8,51.884,0.032369
-32.208,1601.6,54.393,0.033985
-31.932,1597.9,54.336,0.034026
-32.306,1603.1,54.299,0.033894
-31.42,1594.5,52.542,0.032961
-30.713,1580.7,55.22,0.03495
-30.281,1575.2,54.473,0.034583
-30.235,1574.7,54.517,0.034621
-29.932,1570.7,54.718,0.034834
-29.701,1568.2,55.854,0.035614
-29.59,1566.1,56.379,0.036001
-29.657,1567.2,56.296,0.035922
-29.473,1564.1,56.495,0.036124
-29.307,1561.1,56.623,0.036281
-28.88,1552.8,56.882,0.036669
-28.617,1546.2,53.41,0.034538
-28.42,1541.9,53.273,0.034544
-28.139,1536.2,53.709,0.034942
-27.61,1527.1,55.496,0.036376
-27.256,1521.3,58.335,0.038394
-27.173,1520,58.594,0.038595
-27.564,1526.3,56.805,0.037274
-26.397,1506.3,62.302,0.041393
-26.1,1501.8,61.2,0.040779
-25.525,1492.5,61.075,0.040968
-25.379,1490.6,61.727,0.041458
-24.608,1477.2,68.711,0.046477
-24.508,1475.1,68.27,0.046264
-24.304,1471.9,67.581,0.045909
-24.673,1477.8,69.111,0.046736
-24.137,1469.5,67.239,0.04576
-23.919,1466.1,67.131,0.045792
-23.536,1458.5,68.919,0.047301
-23.209,1451.7,68.399,0.047153
-23.069,1449.6,69.639,0.048079
-22.386,1434.2,70.196,0.048976
-22.492,1436.8,70.381,0.049013
-22.497,1436.9,70.395,0.049018
-21.939,1423.8,72.421,0.050888
-21.754,1419.6,74.094,0.052226
-21.854,1421.9,73.562,0.051771
-21.694,1417.9,74.451,0.052528
-21.077,1404.8,73.906,0.052621
-20.993,1402.7,74.102,0.052845
-21.08,1404.8,73.901,0.052616
-20.341,1385.2,75.862,0.054819
-19.79,1369.2,79.135,0.057859
-19.945,1373.6,79.079,0.057635
-19.741,1367.9,79.144,0.05792
-19.71,1367.1,79.145,0.057955
-19.656,1365.7,79.135,0.058005
-18.993,1349.4,81.976,0.06081
-18.769,1344.5,82.937,0.06176
-18.982,1348.3,82.92,0.061594
-18.832,1345.5,82.968,0.061745
-18.086,1329.9,84.591,0.063659
-17.978,1327.5,85.256,0.064265
-17.819,1324.1,86.081,0.065047
-17.385,1314.2,85.511,0.065103
-17.23,1308.4,85.634,0.065461
-17.182,1307.5,85.538,0.065435
-17.173,1307.4,85.524,0.065432
-16.661,1291.8,87.487,0.067841
-16.241,1283.7,89.766,0.070005
-15.998,1277.3,89.704,0.070296
-15.658,1268.7,88.37,0.06978
-15.978,1278.3,85.408,0.066981
-15.494,1263.7,89.532,0.070955
-14.646,1239.3,96.35,0.077938
-14.371,1232.2,96.556,0.078527
-14.751,1240.7,95.293,0.076991
-14.279,1230.3,95.697,0.077924
-13.45,1204.9,99.996,0.083165
-13.279,1200.7,101.57,0.084793
-13.235,1199.5,101.9,0.085158
-13.016,1192.2,103.68,0.08721
-12.858,1189.5,105.08,0.088549
-12.935,1191.6,104.51,0.087905
-12.72,1185.7,106.67,0.090136
-12.641,1182.9,107.45,0.091032
-12.484,1176.3,108.51,0.092461
-12.381,1172.3,109.36,0.093506
-12.231,1166.1,110.57,0.095086
-11.952,1154.3,112.78,0.098018
-11.92,1153.2,112.92,0.098236
-11.546,1137.1,115.98,0.10251
-11.79,1147.7,114.65,0.10035
-11.153,1119.5,117.91,0.10563
-11.123,1118.2,117.89,0.10573
-10.733,1102.7,118.65,0.10803
-10.362,1088.2,122.72,0.11307
-10.046,1073.1,125.63,0.11754
-9.9632,1069.5,125.41,0.11765
-9.8854,1066.4,125.82,0.11837
-9.3894,1045.3,127.95,0.12275
-9.3915,1045.4,127.93,0.12272
-9.1467,1032.6,130.54,0.12692
-8.817,1019.1,132.52,0.13059
-8.5819,1009.1,135.1,0.13455
-8.5943,1009.6,135.01,0.1344
-8.0344,987.12,138.03,0.14055
-7.8232,976.65,139.26,0.1433
-7.7384,973.04,139.64,0.14426
-7.3595,955.76,144.06,0.15136
-7.1902,947.61,145.17,0.15386
-6.7574,928.18,147.29,0.15948
-6.6207,921.9,148.38,0.1618
-6.5235,916.83,149.91,0.16439
-6.0814,895.15,152,0.17054
-5.8317,883.55,153.45,0.17449
-5.6747,875.72,154.71,0.17756
-5.3777,860.65,155.78,0.18198
-5.0801,843.55,157.43,0.18776
-4.8464,831.16,159.04,0.19241
-4.8469,831.19,159.04,0.1924
-4.5265,813.62,160.98,0.19926
-4.2346,797.96,163.07,0.20594
-3.8553,776.43,165.03,0.21414
-3.6433,764.5,166.39,0.2194
-3.2763,743.75,166.44,0.2256
-3.1838,738.38,166.92,0.22787
-2.827,717.06,168.3,0.2364
-2.6974,709.12,169.16,0.24031
-2.3197,687.91,170.48,0.24955
-2.0194,670.82,171.54,0.25759
-1.8922,663.3,171.75,0.26115
-1.6521,648.1,172.38,0.26836
-1.4376,634.44,172.51,0.27477
-1.2216,620.43,171.89,0.28006
-0.76521,592.34,171.39,0.29263
-0.45632,573.63,170.82,0.30139
-0.28955,563.13,170.74,0.30661
-0.10242,552.11,170.56,0.31252
0.24478,530.53,170.47,0.32511
0.59292,511.65,169.9,0.33564
0.92835,492.15,168.1,0.34538
1.2909,470.13,165.59,0.35517
1.5316,457.36,164.25,0.36218
1.7142,448.09,163.27,0.36799
2.0812,429.35,161.17,0.37876
2.3786,414.78,159.3,0.38757
2.5397,406.19,158.39,0.3937
2.8904,387.83,155.63,0.40541
3.1751,373.13,152.98,0.41426
3.3369,365.49,151.49,0.41893
3.7074,347.29,148.24,0.43182
3.9435,336.09,145.88,0.43957
4.1953,324.2,143.7,0.44872
4.4378,313.1,141.38,0.45661
4.7499,299.12,137.89,0.46579
5.0854,285.09,134.23,0.47575
5.3861,271,130.82,0.48749
5.6086,261.46,128.27,0.49505
5.9294,249.23,124.42,0.50333
6.1249,242.74,122.47,0.50854
6.5036,229.75,118.17,0.51787
6.7339,222.37,115.76,0.52406
6.9257,216.47,113.77,0.52919
7.5142,198.98,106.96,0.54119
7.7689,191.48,104.21,0.54746
8.0461,183.33,101.33,0.55587
8.3612,174.62,97.976,0.56409
8.712,166.46,94.491,0.57059
8.847,163.4,93.12,0.57308
9.0707,158.11,90.789,0.57728
9.4456,149.12,86.832,0.58591
9.7074,143.24,84.374,0.59208
9.9521,138.11,81.949,0.59624
10.226,132.28,79.089,0.60071
10.697,122.84,74.646,0.61015
10.692,122.93,74.689,0.61007
11.221,113.28,69.824,0.61831
11.452,109.37,67.601,0.61989
11.739,104.74,65.089,0.62307
12.078,99.692,62.364,0.62753
12.369,95.027,59.794,0.63026
12.511,93.08,58.661,0.63123
12.817,88.966,56.217,0.63288
13.139,84.644,53.737,0.6358
13.366,81.831,52.188,0.63863
13.565,79.581,50.911,0.64064
13.838,76.493,48.916,0.64035
14.193,72.325,46.317,0.64102
14.436,69.774,44.767,0.64226
14.726,66.795,42.934,0.64308
14.916,64.914,41.758,0.64333
15.282,61.555,39.579,0.64316
15.384,60.632,39.013,0.6435
15.876,56.418,36.347,0.64391
15.953,55.761,35.94,0.64411
16.337,52.909,34.026,0.64238
16.613,51.041,32.706,0.63994
17.009,48.236,30.817,0.63833
17.059,47.9,30.621,0.63878
17.605,44.577,28.445,0.63794
17.887,43.08,27.455,0.63709
18.046,42.341,26.972,0.63666
18.489,40.094,25.437,0.63394
18.576,39.553,25.07,0.63346
18.978,37.822,23.864,0.6303
19.201,36.828,23.19,0.62914
19.537,35.139,22.088,0.62782
19.758,34.253,21.513,0.62716
19.966,33.403,20.927,0.62539
20.335,31.848,19.887,0.6232
20.564,31.049,19.276,0.61941
20.811,30.101,18.589,0.61638
20.992,29.485,18.184,0.6155
21.345,28.1,17.228,0.61218
21.489,27.657,16.929,0.61123
21.887,26.417,16.114,0.6094
21.958,26.221,16.001,0.60969
22.32,25.071,15.229,0.6068
22.47,24.647,14.917,0.60454
22.969,23.359,14.068,0.60188
23.062,23.152,13.929,0.60132
23.394,22.384,13.411,0.59867
23.604,21.851,13.07,0.59775
23.91,21.118,12.626,0.59724
24.096,20.727,12.368,0.59594
24.373,20.162,11.955,0.59183
24.721,19.374,11.467,0.59081
24.813,19.198,11.347,0.58997
25.138,18.544,10.901,0.58718
25.428,18.018,10.566,0.58596
25.581,17.734,10.376,0.58451
25.799,17.366,10.136,0.58292
26.087,16.907,9.8364,0.58111
26.506,16.221,9.3731,0.57729
26.553,16.144,9.3252,0.57706
26.884,15.625,8.9899,0.57473
27.149,15.2,8.7034,0.57219
27.45,14.76,8.4507,0.57209
27.629,14.515,8.3094,0.57197
27.94,14.129,8.0576,0.56974
28.107,13.868,7.9054,0.56946
28.531,13.352,7.563,0.56613
28.693,13.147,7.4299,0.56476
28.987,12.779,7.202,0.56308
29.332,12.361,6.9526,0.56206
29.524,12.135,6.8117,0.56091
29.742,11.908,6.667,0.55945
30.09,11.519,6.4522,0.55987
30.243,11.343,6.3523,0.55969
30.679,10.894,6.0721,0.55699
30.793,10.779,6.0013,0.55634
31.199,10.372,5.7563,0.55456
31.354,10.208,5.6588,0.55398
31.638,9.9326,5.4885,0.55229
31.886,9.7106,5.3666,0.55245
32.144,9.4878,5.2476,0.55288
32.344,9.2946,5.1324,0.55201
32.658,9.0341,4.9737,0.55036
32.939,8.7846,4.8346,0.55001
33.215,8.558,4.7002,0.54904
33.449,8.3687,4.5911,0.54858
33.732,8.1518,4.4715,0.54862
33.985,7.9582,4.3647,0.54846
34.202,7.7916,4.2723,0.54826
34.553,7.5411,4.138,0.54873
34.699,7.4518,4.0882,0.54861
35.003,7.2256,3.9677,0.54909
35.268,7.0585,3.8647,0.54751
35.549,6.8845,3.7652,0.54694
35.861,6.6974,3.6624,0.54676
36.176,6.5177,3.5615,0.54623
36.461,6.3567,3.4776,0.54684
36.658,6.2494,3.4138,0.54602
36.98,6.0743,3.3066,0.5442
37.189,5.9578,3.2488,0.54515
37.362,5.872,3.2008,0.54492
37.763,5.6744,3.0878,0.54406
37.867,5.6232,3.0605,0.54416
38.193,5.4629,2.9691,0.54357
38.524,5.3094,2.8738,0.54103
38.669,5.2409,2.8359,0.54097
38.964,5.0974,2.765,0.54241
39.286,4.9478,2.687,0.54308
39.432,4.8747,2.6476,0.54311
39.783,4.7203,2.5622,0.54286
40.016,4.6262,2.5112,0.54289
40.477,4.4419,2.4156,0.54395
40.684,4.3647,2.3715,0.54341
40.86,4.2922,2.3276,0.54221
41.209,4.1643,2.2576,0.54203
41.408,4.0874,2.2106,0.541
41.697,3.9777,2.1565,0.54212
41.95,3.8928,2.115,0.54319
42.222,3.7952,2.0598,0.54273
42.379,3.7441,2.0298,0.54209
42.822,3.6037,1.9547,0.5424
43.002,3.5474,1.9224,0.54194
43.326,3.4503,1.8654,0.54039
43.615,3.3608,1.8132,0.53937
43.801,3.3053,1.7843,0.54002
44.085,3.2204,1.7448,0.54191
44.243,3.1755,1.7219,0.54231
44.595,3.0748,1.6691,0.54303
44.761,3.0337,1.6464,0.54285
45.05,2.9601,1.6062,0.54267
45.285,2.8961,1.5645,0.54014
45.564,2.8234,1.5263,0.54052
45.749,2.7694,1.4979,0.54091
45.993,2.7094,1.465,0.54072
46.248,2.6533,1.4317,0.53974
46.543,2.581,1.3971,0.54131
46.652,2.5543,1.3856,0.54224
47.086,2.452,1.3261,0.54044
47.075,2.4548,1.3277,0.54048
47.644,2.3348,1.257,0.53828
47.842,2.2883,1.2321,0.53857
48.015,2.2524,1.2126,0.5385
48.339,2.1851,1.1715,0.53599
48.511,2.155,1.1541,0.53531
48.711,2.1146,1.1358,0.53686
49.126,2.0447,1.0927,0.53396
49.204,2.0304,1.0841,0.53354
49.592,1.9623,1.0448,0.53208
49.851,1.9184,1.0193,0.53106
50.116,1.8746,0.99591,0.53096
50.32,1.8444,0.97921,0.53063
50.741,1.778,0.94083,0.52892
50.949,1.7485,0.92351,0.52794
51.146,1.7225,0.9059,0.5259
51.454,1.6798,0.88262,0.52525
51.673,1.6479,0.86519,0.52477
51.946,1.6094,0.84338,0.52386
52.183,1.5797,0.82704,0.52333
52.352,1.5584,0.81601,0.52338
52.692,1.5122,0.79156,0.52321
53.011,1.4763,0.76935,0.52075
53.257,1.446,0.75248,0.52005
53.479,1.4188,0.73681,0.51903
53.807,1.3816,0.71558,0.5177
54.105,1.3506,0.6995,0.51781
54.364,1.3245,0.68428,0.51655
54.708,1.2905,0.66607,0.51593
54.857,1.2746,0.6565,0.51476
55.077,1.2534,0.64385,0.51332
55.528,1.2103,0.61989,0.51183
55.526,1.2105,0.62,0.51183
56.035,1.1633,0.58948,0.50612
56.334,1.1359,0.57508,0.5057
56.45,1.1263,0.5698,0.50535
56.809,1.0976,0.55326,0.50356
57.073,1.0712,0.53936,0.50306
57.187,1.0621,0.53377,0.50215
57.502,1.0373,0.51839,0.49922
57.668,1.0226,0.50938,0.49777
57.972,0.99816,0.49525,0.49593
58.3,0.97318,0.48198,0.49519
58.34,0.96868,0.48011,0.49555
58.721,0.93668,0.4644,0.49613
58.952,0.92156,0.45542,0.49456
59.311,0.89459,0.44229,0.49419
60.195,0.83533,0.4066,0.48606
60.529,0.81489,0.39451,0.48371
60.727,0.80348,0.38981,0.48492
61.146,0.77388,0.37462,0.48362
61.295,0.76458,0.36964,0.483
61.712,0.74067,0.35578,0.4801
61.871,0.73228,0.35101,0.47921
62.207,0.71241,0.34028,0.47781
62.376,0.7032,0.33583,0.47781
63.888,0.6214,0.29274,0.47114
63.999,0.61537,0.29021,0.47172
64.373,0.59571,0.2825,0.47468
64.576,0.58563,0.27833,0.47578
64.888,0.57161,0.27155,0.47544
65.221,0.55735,0.26183,0.46943
65.306,0.55384,0.26004,0.46915
65.643,0.53865,0.25414,0.47206
66.318,0.51428,0.24034,0.46664
66.507,0.50715,0.23604,0.46488
66.943,0.49113,0.22742,0.46283
67.139,0.48431,0.22375,0.46197
67.4,0.47581,0.21813,0.45892
