Temperature (deg C),Storage Modulus (MPa),Loss Modulus (MPpa),Tan Delta
-51.064,1782.2,45.714,0.025648
-50.797,1781.5,45.268,0.025409
-50.58,1780.4,43.575,0.024476
-50.327,1780.4,42.149,0.023675
-50.049,1779.8,44.964,0.025266
-49.86,1778.5,44.81,0.025197
-49.597,1778.5,43.846,0.024651
-49.388,1778.1,42.417,0.023851
-49.091,1776.9,43.538,0.024505
-48.865,1776.3,46.689,0.02629
-48.585,1773.8,48.229,0.027192
-48.445,1772.7,45.673,0.025767
-48.076,1770.4,44.559,0.025179
-47.886,1769.7,44.357,0.025072
-47.644,1767.8,44.358,0.025099
-47.396,1764.8,44.532,0.025242
-47.085,1761.2,45.076,0.025585
-46.867,1759.3,44.636,0.025366
-46.685,1757.7,44.363,0.025236
-46.371,1755.1,46.569,0.026524
-46.097,1753.5,46.999,0.026792
-45.971,1752.9,47.109,0.026862
-45.597,1749.6,44.657,0.025518
-45.252,1746.8,43.348,0.024803
-45.105,1746.1,42.888,0.024554
-44.763,1742.8,43.171,0.024769
-44.537,1743.3,43.347,0.02486
-44.247,1740.5,43.166,0.024798
-44.042,1741,43.986,0.02526
-43.871,1739.7,44.244,0.025429
-43.478,1738.1,43.385,0.024956
-43.265,1737.4,43.791,0.0252
-43.07,1736,43.374,0.024982
-42.797,1734,42.811,0.024688
-42.567,1733.4,44.59,0.025722
-42.305,1731,43.759,0.025282
-42.252,1730.6,43.722,0.025267
-41.823,1727.9,45.789,0.026503
-41.518,1726.5,44.961,0.026041
-41.342,1724.8,45.74,0.026519
-40.954,1718.7,44.219,0.025723
-40.789,1717,43.667,0.025434
-40.606,1715.6,44.539,0.025962
-40.091,1710.5,46.705,0.027305
-39.867,1709.7,47.994,0.028074
-39.683,1707.8,47.736,0.027951
-39.434,1703.7,45.081,0.026439
-39.168,1702.5,45.992,0.026995
-39.013,1702.8,46.246,0.027146
-38.682,1699.6,45.601,0.026823
-38.393,1695.6,46.518,0.027425
-38.197,1692.3,44.982,0.026567
-37.938,1691.5,44.135,0.026072
-37.518,1688.2,49.568,0.029375
-37.464,1687.5,49.284,0.029214
-36.944,1680.6,48.067,0.028601
-36.614,1675.7,44.066,0.026297
-36.43,1673.7,41.435,0.024738
-36.493,1674,41.502,0.024777
-36.155,1672.2,44.786,0.026777
-35.502,1661.7,45.706,0.027503
-35.021,1657.8,44.675,0.026943
-34.86,1655.1,50.906,0.030732
-34.72,1653.1,52.638,0.03181
-34.62,1651.8,50.059,0.030283
-34.546,1651.1,49.341,0.029865
-34.085,1646.5,46.761,0.028404
-33.487,1638.9,49.348,0.030148
-33.374,1638.1,49.317,0.030143
-33.577,1639.6,49.337,0.030127
-33.23,1636.7,52.925,0.032357
-32.663,1629.6,47.157,0.028949
-32.285,1625,48.333,0.029757
-31.865,1617.2,51.847,0.032044
-31.535,1612.9,50.06,0.031032
-31.451,1611.9,49.76,0.030866
-31.32,1610.3,49.397,0.030673
-31.385,1611.1,49.562,0.03076
-31.206,1608.9,49.124,0.030532
-30.891,1604.8,49.035,0.030545
-30.701,1603.5,47.955,0.029896
-30.492,1600.6,52.887,0.033054
-30.28,1596.2,51.342,0.032173
-29.748,1588.5,52.82,0.033273
-29.315,1580.2,55.941,0.035423
-29.064,1576.3,56.896,0.036123
-29.318,1580.3,55.816,0.03534
-29.124,1577.2,56.592,0.035907
-28.888,1573.9,57.396,0.036505
-28.053,1561.6,55.318,0.035425
-27.524,1549.5,58.508,0.037731
-27.235,1545.3,55.797,0.03612
-26.875,1545.5,58.804,0.038035
-26.719,1543.7,58.285,0.037737
-26.985,1546.4,58.906,0.03808
-26.767,1544.3,58.502,0.037864
-26.277,1538.5,58.3,0.037888
-25.64,1528.5,62.43,0.040929
-25.513,1526.3,60.732,0.039846
-26.051,1535,61.601,0.040207
-25.393,1523.8,58.869,0.038663
-25.107,1521.6,61.399,0.040378
-24.223,1507.1,58.903,0.039079
-24.044,1503.5,59.084,0.039285
-23.908,1502.1,65.306,0.043348
-23.603,1488.9,60.385,0.040555
-22.96,1476.1,64.556,0.04375
-23.049,1477.8,64.275,0.043511
-23.208,1480.7,63.658,0.043007
-22.733,1472,65.133,0.044272
-22.559,1470,63.056,0.042941
-22.404,1467.8,62.586,0.042695
-21.929,1455.7,66.939,0.046109
-21.869,1454.7,67.003,0.046179
-21.724,1453.4,65.913,0.045441
-21.668,1452.1,66.088,0.0456
-21.535,1449.1,66.435,0.04593
-20.58,1427.2,70.7,0.049568
-20.454,1425,71.209,0.049996
-20.236,1417.8,72.654,0.051303
-20.227,1417.5,72.667,0.051321
-19.954,1412.3,74.22,0.052584
-20.167,1416,73.86,0.052188
-19.797,1409.5,74.481,0.052879
-19.477,1403.5,75.893,0.054137
-18.928,1392.3,75.875,0.054579
-18.764,1388.1,75.303,0.054336
-19.126,1396.5,80.458,0.057791
-17.993,1370.2,78.017,0.056966
-17.779,1367.2,79.696,0.058327
-17.322,1355.3,79.44,0.058665
-17.183,1351.4,82.52,0.061047
-16.457,1338.4,81.754,0.061098
-15.999,1329.1,84.004,0.063226
-15.376,1314,86.806,0.066116
-15.68,1318.9,83.538,0.063397
-15.221,1310.8,88.064,0.067232
-14.562,1292.5,90.47,0.070088
-14.496,1290.7,90.552,0.070242
-14.311,1286.3,90.199,0.070187
-14.409,1289,89.458,0.069448
-14.096,1279.9,92.294,0.07221
-14.339,1287.1,89.979,0.069968
-14.248,1284.5,90.739,0.070717
-13.367,1258.5,91.954,0.07315
-13.007,1248.1,96.269,0.077208
-13.355,1252.7,85.886,0.06881
-12.812,1241.1,97.44,0.078634
-12.574,1231.3,99.008,0.080529
-12.06,1209.9,102.79,0.08518
-12.351,1218.4,101.34,0.083429
-11.923,1205.7,103.29,0.085888
-11.304,1186.2,104.58,0.088409
-11.535,1195.7,100.02,0.083944
-11.071,1176.9,108.11,0.092073
-11.025,1175,108.17,0.092273
-10.957,1172.1,108.35,0.09268
-10.876,1168.9,108.71,0.093237
-10.571,1156.9,110.25,0.095546
-10.497,1150.9,109.42,0.095429
-10.227,1139.3,112.56,0.099083
-9.8921,1123.5,116.26,0.10389
-10.138,1134.4,114.4,0.10126
-9.8151,1120,116.72,0.10462
-9.6296,1111.5,116.39,0.10514
-9.5005,1104.9,117.3,0.10654
-9.0292,1087.8,119.21,0.11
-9.2404,1094.2,118.39,0.10853
-8.8517,1081.2,120.9,0.11223
-8.6068,1072.3,125.05,0.11714
-8.6221,1072.9,124.9,0.11694
-8.1054,1051.1,129.22,0.12327
-7.9936,1044.7,128.69,0.12354
-7.5737,1026.7,130.42,0.12743
-7.422,1019.9,131.37,0.12916
-7.276,1014.8,132.73,0.13113
-7.3335,1016.9,132.27,0.1304
-6.5095,975.87,139.73,0.14416
-6.5407,977.37,139.57,0.14377
-6.3989,972.02,140.8,0.14576
-6.0877,957.03,142.52,0.14989
-5.7355,937.99,145.07,0.15544
-5.7443,938.51,145.03,0.15531
-5.6268,931.36,145.41,0.15701
-5.226,909.06,148.13,0.16409
-5.1126,902.87,148.85,0.16601
-4.6467,874.29,151.64,0.17474
-4.3539,858.42,154.96,0.18187
-4.4148,861.56,154.51,0.1807
-4.2001,848.55,156.49,0.18554
-3.8559,831.04,158.58,0.19206
-3.4896,812.05,160.04,0.19854
-3.3157,802.56,160.78,0.20204
-3.0147,786.68,162.42,0.20815
-2.7208,768.52,163.55,0.21414
-2.5095,758.3,165.6,0.21965
-2.3278,747.68,167.02,0.22492
-2.0358,732.01,168.15,0.23141
-1.9142,723.87,168.65,0.23478
-1.5967,704.52,169.7,0.24281
-1.4059,693.41,169.75,0.24693
-1.2039,681.8,170.12,0.25162
-0.90715,663.26,170.52,0.2595
-0.83009,658.17,170.41,0.26167
-0.45177,634.89,171.12,0.27241
-0.18282,617.93,171.32,0.28071
-0.043497,608.86,171.58,0.28571
0.32562,584.21,171.35,0.29691
0.60871,565.56,171.52,0.30691
0.93439,544.81,170.66,0.31694
1.152,531.19,170.09,0.32415
1.408,515.61,169.29,0.33247
1.7519,496.12,168.53,0.34392
2.0108,480.94,167.83,0.35316
2.2888,464.07,166.47,0.36307
2.5157,450.65,165.33,0.37116
2.7654,436.4,164.22,0.38041
3.0931,419.27,161.81,0.39018
3.4626,400.45,159.6,0.40314
3.584,393.81,158.67,0.40719
3.8666,379.31,156.55,0.41698
4.1796,363.74,154.04,0.42826
4.5443,346.4,150.64,0.43961
4.9088,329.85,147.35,0.45152
5.0881,320.23,145.4,0.45847
5.3967,306.82,142.5,0.46912
5.6414,296.52,139.97,0.47725
5.9075,285.05,136.99,0.48594
6.2284,271.59,133.62,0.49678
6.5395,259.43,130.28,0.50696
6.8467,248.46,127.19,0.51729
7.0962,239.34,124.76,0.52657
7.3207,231.2,122.16,0.53313
7.7503,217.06,117.71,0.54665
8.0782,206.3,114.15,0.55719
8.1914,203.1,112.84,0.55966
8.51,193.62,109.11,0.56751
8.8304,183.64,105.47,0.57817
9.1745,174.8,101.71,0.58593
9.288,171.8,100.64,0.58956
9.6764,162.24,96.651,0.59969
9.9759,155.02,93.519,0.6063
10.164,150.49,91.173,0.60926
10.593,140.89,86.488,0.61729
10.838,134.5,83.682,0.62575
11.106,129.12,80.833,0.63001
11.528,120.93,76.808,0.63774
11.618,118.88,75.763,0.63976
12.091,110.85,71.51,0.64858
12.291,107.24,69.827,0.65469
12.571,102.48,67.014,0.6572
12.955,96.208,63.47,0.66347
13.113,93.043,61.852,0.66768
13.412,89.074,59.676,0.67286
13.684,85.073,57.511,0.6782
14.046,80.362,54.636,0.68239
14.271,77.826,53.013,0.68383
14.687,72.386,49.928,0.69144
14.783,71.397,49.279,0.6917
15.192,66.544,46.324,0.69684
15.35,64.935,45.155,0.69624
15.597,62.507,43.43,0.69518
15.975,58.972,41.165,0.69821
16.257,56.412,39.409,0.69859
16.409,55.148,38.519,0.69827
16.715,52.464,36.66,0.69836
17.033,49.627,34.631,0.69777
17.252,47.992,33.496,0.69749
17.583,45.493,31.733,0.6973
17.832,43.696,30.449,0.6968
18.126,41.712,29.078,0.69682
18.352,40.329,28.035,0.69521
18.737,38.08,26.51,0.69595
18.872,37.31,25.97,0.69582
19.267,35.408,24.557,0.69323
19.46,34.381,23.835,0.69299
19.944,32.076,22.279,0.69448
20.013,31.813,22.083,0.6941
20.506,29.71,20.576,0.69207
20.686,29.058,20.107,0.69141
21.223,27.195,18.731,0.68809
21.209,27.243,18.765,0.68814
21.74,25.437,17.48,0.68656
21.941,24.813,17.03,0.68571
22.301,23.65,16.2,0.68449
22.468,23.2,15.885,0.68404
22.754,22.243,15.2,0.68265
23.127,21.343,14.512,0.67913
23.219,21.116,14.344,0.67847
23.83,19.613,13.191,0.67147
23.898,19.433,13.061,0.67096
24.348,18.296,12.258,0.66858
24.541,17.875,11.947,0.66692
24.905,17.018,11.31,0.66326
24.91,17.007,11.302,0.66321
25.323,16.111,10.659,0.66008
25.493,15.755,10.366,0.65681
25.664,15.418,10.109,0.6545
26.155,14.457,9.4198,0.65048
26.259,14.262,9.279,0.64951
26.604,13.597,8.8022,0.64672
26.731,13.394,8.662,0.64601
27.165,12.565,8.1032,0.64421
27.296,12.364,7.9862,0.64548
27.498,12.069,7.7723,0.64339
27.798,11.591,7.4288,0.64043
28.136,11.099,7.0978,0.63894
28.254,10.94,6.9852,0.63799
28.618,10.497,6.6636,0.63419
28.772,10.283,6.5307,0.63413
29.038,9.9236,6.2901,0.63328
29.306,9.6075,6.0699,0.63099
29.449,9.4342,5.9591,0.6308
29.787,9.026,5.678,0.62825
29.978,8.8277,5.5456,0.62747
30.245,8.5433,5.373,0.62788
30.43,8.3521,5.224,0.62496
30.753,8.0569,5.0196,0.6224
31.066,7.7677,4.8277,0.62102
31.224,7.6339,4.736,0.61992
31.648,7.2706,4.4937,0.6176
31.681,7.2429,4.4754,0.61745
32.099,6.8854,4.24,0.61511
32.253,6.7667,4.1569,0.61368
32.526,6.5542,4.0236,0.61304
32.774,6.3575,3.8979,0.61246
33.054,6.1554,3.7685,0.61145
33.259,5.9981,3.6572,0.60912
33.551,5.7987,3.5274,0.60755
33.794,5.6379,3.42,0.6062
34.129,5.4103,3.2743,0.60472
34.254,5.3372,3.2279,0.60433
34.655,5.0788,3.0555,0.6009
34.851,4.9666,2.9792,0.59913
35.213,4.7558,2.853,0.59959
35.428,4.6417,2.7853,0.59979
35.751,4.4691,2.6828,0.60016
35.943,4.3788,2.621,0.59828
36.332,4.1878,2.4965,0.59603
36.454,4.1332,2.4642,0.5959
36.833,3.9478,2.3437,0.59311
37.298,3.7398,2.2139,0.59164
37.328,3.7267,2.2052,0.5914
37.56,3.6328,2.1482,0.59109
37.904,3.4774,2.0628,0.5926
38.018,3.4274,2.0319,0.5922
38.425,3.2641,1.9275,0.59
38.624,3.1864,1.8811,0.5898
39.008,3.0326,1.7783,0.58628
39.251,2.9474,1.7272,0.58576
39.341,2.9206,1.7108,0.58545
39.708,2.831,1.6517,0.58328
39.949,2.7892,1.6208,0.58076
40.344,2.7155,1.5715,0.57835
40.511,2.6887,1.5518,0.57683
40.801,2.6472,1.5208,0.57439
41.08,2.6221,1.4993,0.57188
41.307,2.6075,1.4908,0.57186
41.598,2.5993,1.4852,0.57158
41.857,2.5998,1.4812,0.56994
42.095,2.5938,1.4798,0.57073
42.362,2.6045,1.4822,0.56922
42.635,2.6086,1.4773,0.56637
42.843,2.5977,1.4682,0.56522
43.142,2.5659,1.456,0.56746
43.413,2.5386,1.4416,0.56784
43.589,2.5153,1.4276,0.56752
43.933,2.4757,1.4107,0.5698
44.204,2.4411,1.3932,0.5707
44.425,2.4024,1.3714,0.57074
44.688,2.3574,1.3422,0.56935
44.967,2.3076,1.3132,0.56901
45.256,2.251,1.2776,0.56751
45.336,2.236,1.2677,0.56692
45.847,2.1392,1.2122,0.56641
45.917,2.1262,1.2052,0.56649
46.363,2.0476,1.154,0.56307
46.579,2.0127,1.1335,0.56268
46.855,1.9604,1.1041,0.56261
47.018,1.9361,1.0874,0.56092
47.433,1.8682,1.0399,0.55606
47.572,1.848,1.0281,0.55582
47.997,1.7831,0.99133,0.5557
48.124,1.7634,0.97782,0.55431
48.433,1.7167,0.94986,0.55317
48.579,1.6977,0.93818,0.55251
49.03,1.6361,0.89982,0.55002
49.198,1.6128,0.88974,0.55192
49.468,1.5733,0.87331,0.55564
49.749,1.5372,0.8513,0.55431
50.009,1.5069,0.82588,0.54821
50.264,1.4743,0.81246,0.55121
50.845,1.4048,0.77465,0.55101
50.688,1.4229,0.78469,0.55131
51.182,1.3649,0.7483,0.54779
51.45,1.3353,0.73287,0.54847
51.874,1.2862,0.70765,0.55006
52.112,1.2605,0.6949,0.55104
52.274,1.2431,0.68615,0.55154
52.535,1.2197,0.66515,0.54533
52.754,1.1991,0.64941,0.54179
53.176,1.1529,0.62458,0.54163
53.208,1.1495,0.62297,0.54176
53.617,1.1048,0.59807,0.54116
53.822,1.0849,0.58589,0.53993
54.091,1.0599,0.57283,0.54006
54.403,1.0335,0.55489,0.53579
55.24,0.96494,0.51153,0.5293
55.627,0.93201,0.49151,0.52719
55.692,0.92602,0.48815,0.52703
56.18,0.88284,0.46432,0.52586
56.428,0.86347,0.45459,0.52649
56.692,0.84347,0.44268,0.52456
56.909,0.82742,0.43313,0.5233
57.246,0.80547,0.41984,0.52124
57.383,0.79586,0.41568,0.52234
57.629,0.78166,0.40944,0.5239
57.976,0.76043,0.39758,0.52258
58.162,0.74879,0.39091,0.52185
58.478,0.72948,0.38065,0.52137
58.666,0.72055,0.37576,0.5211
58.972,0.70316,0.36398,0.51733
59.309,0.68868,0.35601,0.51656
59.778,0.66802,0.34264,0.51258
59.883,0.66234,0.33937,0.51198
60.287,0.65063,0.33229,0.5098
60.341,0.64843,0.33094,0.50938
60.981,0.6215,0.31248,0.50212
61.366,0.60295,0.30053,0.49783
61.649,0.59129,0.29432,0.49722
61.987,0.57705,0.28381,0.49141
62.148,0.56965,0.27994,0.49104
62.397,0.55744,0.27398,0.49119
62.989,0.53217,0.26233,0.49376
63.215,0.52382,0.25781,0.49309
63.488,0.51324,0.25303,0.4938
63.693,0.50476,0.24955,0.49475
63.828,0.50103,0.24829,0.49568
64.367,0.48321,0.23473,0.4854
65.156,0.45297,0.22023,0.48586
65.102,0.45488,0.22093,0.48541
65.842,0.42731,0.21075,0.49245
67.265,0.38756,0.18097,0.46812
67.666,0.37265,0.17796,0.47933
67.838,0.36674,0.17601,0.48152
68.173,0.35623,0.17203,0.48405
68.333,0.35169,0.16994,0.48409
68.956,0.33925,0.162,0.47778
68.969,0.33901,0.16185,0.47767
69.914,0.31787,0.15052,0.47291
70.339,0.30896,0.14474,0.46732
72.143,0.27402,0.1282,0.4684
73.284,0.25315,0.11836,0.47002
